	작성시간	작성자	위치	내용	좋아요수	해쉬태그
146	2020-03-02T04:00:27.000Z	xeohair_4505	여의도역	안녕하세요💓/⠀/여의도_#퍼머맛집_#염색맛집/#여의도미용실_#여의도제오헤어_의/#디자이너루시_입니다_🙌🏻🙌🏻/⠀/⠀/⠀/오늘_#여의도제오헤어_에서_소개해드릴_스타일은/#레이어드c컬펌입니다/#레이어드펌_는_#중간머리_#긴머리_여성스러운_스타일에/손질이_정말_편한_펌_스타일이에요🕊/#긴얼굴_#둥근얼굴_할것없이/#페이스라인_#사이드뱅_커트로/내_얼굴에_맞는_단점을_보완해_줄_수_있어요✨/⠀/⠀/⠀/☎️_전화문의는/02.785.4505/⠀/▫️온라인_문의는/카톡친구_검색에서_@여의도제오헤어_를_검색,/▫️온라인_예약은/카카오헤어샵,_네이버_예약에서_#여의도제오헤어_를_검색해주세요./⠀/⠀/⠀/#중간머리펌_#중간머리c컬펌_#레이어드컷_#중간머리레이어드_#예쁜머리_#머리맛집_#c컬펌_#s컬펌_#파마맛집_#영등포미용실_#머리잘하는곳_#daily_#데일리_#제오헤어여의도점	305	#퍼머맛집_#염색맛집_#여의도미용실_#여의도제오헤어_#디자이너루시_#여의도제오헤어_#레이어드c컬펌입니다_#레이어드펌_#중간머리_#긴머리_#긴얼굴_#둥근얼굴_#페이스라인_#사이드뱅_#여의도제오헤어_#중간머리펌_#중간머리c컬펌_#레이어드컷_#중간머리레이어드_#예쁜머리_#머리맛집_#c컬펌_#s컬펌_#파마맛집_#영등포미용실_#머리잘하는곳_#daily_#데일리_#제오헤어여의도점
147	2020-04-03T08:14:07.000Z	sehyeon8694	여의도역	#벛꽃_#힐링_#abc마트#여의도역_#외롭다_오목교에서_부터_여의도역까지~	33	#벛꽃_#힐링_#abc마트_#여의도역_#외롭다
148	2020-03-01T22:56:08.000Z	doufuu___	여의도역	출근길에_받은_사진_ㅋ_@n_light_shoot_제발_주무세요_슨샌님_ㅠㅠ....!!!!_#취미모델	81	@n_light_shoot_#취미모델
149	2020-05-19T09:39:21.000Z	yang.chanwoo	여의도역	21층_여의도위웍에서_바라본_풍경/비가내리고_개인하늘	10	
150	2020-03-14T12:41:08.000Z	fadeblack_jinwoo	여의도역	펌._땡큐👍_담에_염색하러_✋/./././#남자긴머리펌_#볼륨펌_#가르마펌_#웨트헤어스타일링_#남자스타일링_#여의도미용실_#여의도준오헤어_#종민쌤/jj_mirit	25	#남자긴머리펌_#볼륨펌_#가르마펌_#웨트헤어스타일링_#남자스타일링_#여의도미용실_#여의도준오헤어_#종민쌤
151	2020-04-20T15:37:37.000Z	journey.to.modern.seoul	여의도역	#서울의현대를찾아서_#여의도_교보증권_빌딩,_1983년_준공,_2000년_리모델링,_지하3층/지상20층._짙은_회색의_커튼월_외관은_주변_빌딩군_사이에서_시선을_사로잡는다._재개발로_하나_둘_사라져가는_여의도의_'7말8초'_고층_오피스_빌딩군_중에서_가장_마지막까지_남았으면_하는_'최애_빌딩'_이다./#빌딩_#여의도역_#영등포_#현대건축/#journey_to_modern_seoul_#yeouido	106	#서울의현대를찾아서_#여의도_#빌딩_#여의도역_#영등포_#현대건축_#journey_to_modern_seoul_#yeouido
152	2020-03-02T06:24:47.000Z	lilymag_flowershop	여의도역	그림같은_#하젤장미_#🌹_#수입장미_뺨_두번치게_회려해요💕💕_#화이트데이/#세계여성의날/./././예약문의🖤/[여의도점]02-782-4563/[인천청라점]070-8274-5459/[베트남_하노이점]070-8624-8206/🖤카카오톡:릴리맥/././#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#세계여성의날_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달	10	#하젤장미_#🌹_#수입장미_#화이트데이_#세계여성의날_#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#세계여성의날_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달
153	2020-02-29T06:28:38.000Z	lilymag_flowershop	여의도역	#캄파넬라장미/#설유화_#미모사/정말_예뻤던_#꽃다발_👒/./#화이트데이/#졸업식꽃다발_#👨🏼‍🎓#👩‍🎓_./././예약문의🖤/[여의도점]02-782-4563/[인천청라점]070-8274-5459/[베트남_하노이점]070-8624-8206/🖤카카오톡:릴리맥/././#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#졸업식꽃다발예약_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업식선물_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달	12	#캄파넬라장미_#설유화_#미모사_#꽃다발_#화이트데이_#졸업식꽃다발_#👨🏼‍🎓_#👩‍🎓_#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#졸업식꽃다발예약_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업식선물_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달
154	2020-05-11T13:09:23.000Z	iambong___	여의도역	이상과_현실의_차이😩	110	
155	2020-03-13T04:38:48.000Z	lilymag_flowershop	여의도역	소중한분에게_선물하신_#센터피스/관리도_쉽고,무엇보다_넘_예뻐요💓//#화이트데이/./././예약문의❤️/[여의도점]02-782-4563/[인천청라점]070-8274-5459/[베트남_하노이점]070-8624-8206/❤️카카오톡:릴리맥/././#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#화이트데이꽃_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달	11	#센터피스_#화이트데이_#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#화이트데이꽃_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달
156	2020-05-22T03:37:45.000Z	2ygym	여의도역	여름이_다가오고있습니다~/#이와이짐	20	#이와이짐
157	2020-04-09T14:23:28.000Z	rennew_pilates_academy	여의도역	리앤뉴필라테스아카데미_여의도교육센터에서_5월_지도자과정을_모집합니다/대표_직강으로_비전공자도_쉽게_배울_수_있는_해부학과_실전에서_바로_쓸수있는_티칭법을_알려드릴께요_무료개인레슨_10회도_포함되어_있으니_이_기회를_놓치지_마세요!/#필라테스_#필라테스자격증_#필라테스강사자격증_#필라테스협회_#필라테스협회추천	4	#필라테스_#필라테스자격증_#필라테스강사자격증_#필라테스협회_#필라테스협회추천
158	2020-03-10T08:38:45.000Z	namtae_chembio	여의도역	#일상_#여의도_#투썸플레이스_#투썸_#투썸케이크_#발렌타인데이_#베리블라썸무스_#ShotoniPhone	23	#일상_#여의도_#투썸플레이스_#투썸_#투썸케이크_#발렌타인데이_#베리블라썸무스_#ShotoniPhone
159	2020-04-24T00:01:30.000Z	sunny_choi_insta	여의도역	D+257_🌞_여의도_🌷거지	32	
160	2020-04-24T03:03:35.000Z	jenny.park0121	여의도역	이자와규카츠	2	
161	2020-03-21T12:25:39.000Z	my_korean_life_	여의도역	Похоже_на_Украину))	76	
162	2020-03-20T06:14:10.000Z	jessyyu56	여의도역	나도_이렇게_꾸미고_다니던_때가_있었는데	68	
163	2020-06-01T23:47:12.000Z	_lavender_nail_	여의도역	ʟᴀᴠᴇɴᴅᴇʀ_ɴᴀɪʟ_-/6월#이달의아트_⠀/⠀/⠀/⠀/⠀/⠀/⠀/⠀/⠀/▪️1인샵이라_두번_동시_시술은힘들어요/예약은_여유있게_미리_해주세요~/⠀⠀⠀/▪️시술중_문자,카톡_답장은_어려워요/시술_끝나는대로_순차적으로_연락드리겠습니다/⠀⠀⠀/▪️예약_불이행_시!!_꼭!!_미리_연락주세요/⠀/⠀/⠀/🔅_6월_이벤트_🔅/⠀/1._발젤_기본/5만원_❌➡️_4만원(케어포함)/⠀/2._6월_이달의_아트(케어포함)/4만7천원‼️/⠀/(모든_이벤트는_회원권_차감_또는_현금가_입니다_)/⠀/⠀/⠀/⠀/📞예약_하실_때/02.783.4528_/010.4065.2622/💬<예약방법>/카톡ID_:_Lavendernail/•성함/•연락처/•원하는시는_날짜/시간/•젤_제거_유/무/⠀/취소하시는_경우에는_하루_전날에👏🏻_연락_주세요😍/⠀⠀⠀/⠀⠀⠀/⠀⠀⠀/⠀⠀⠀/⠀⠀⠀/⠀⠀⠀/⠀⠀⠀/#이달의이벤트_#여의도쇼핑센터_#여의니루역_#라벤더네일_#1:1케어#예약필수#ネイル#NAIL#드릴오프비트_#여의쇼핑센터#여의도네일#젤네일#패디큐어_#스마일#세로그라데이션_#패디큐어_#여의나루네일	16	#이달의아트_#이달의이벤트_#여의도쇼핑센터_#여의니루역_#라벤더네일_#1_#예약필수_#ネイル_#NAIL_#드릴오프비트_#여의쇼핑센터_#여의도네일_#젤네일_#패디큐어_#스마일_#세로그라데이션_#패디큐어_#여의나루네일
164	2020-05-25T22:42:13.000Z	nouveau_cinema	여의도역	나같았으면_좀_귀찮아도_여러곳에서_나눠_샀을_것._스타벅스도_일인당_구매_개수를_제한해야.	13	
165	2020-04-10T06:16:09.000Z	myojinstory	여의도역	이미_유명한_전통주전문점_삼씨오화의_2호점/여의도역_일몰을_감상할_수_있는_대로변_3층입니다/한국술_와인_위스키_칵테일_맥주_모든걸_즐길_수_있고/싱싱한_제철요리가_준비되는곳/특히_안정적인_살균막걸리가_아닌/생막걸리만을_추구하는_고마운곳../조용한_룸부터_카운터석까지_자리도_다양했습니다/테이블_간격도_넓직넓직/여의도역_3번출구_3분거리_3씨오화/#나의라임오지는나무_🌳/퇴근혼술_ㄱ_ㄱ/⭕️Youtube_'삼씨오화'_검색/메뉴판_풀영상/./././기억에_없지만_카메라에_남은영상🥺/이미_2차라_운명의#만취촬영_흔들/#삼씨오화여의도점_#삼씨오화#양온서/#묘진의혼술성지	0	#나의라임오지는나무_#만취촬영_#삼씨오화여의도점_#삼씨오화_#양온서_#묘진의혼술성지
166	2020-03-09T08:31:40.000Z	xeohair_4505	여의도역	안녕하세요🙋‍♀️/여의도_#퍼머맛집,_#염색맛집/#여의도미용실_#여의도제오헤어_의/#디자이너도화_입니다🤍🤍🤍/././오늘_#여의도제오헤어_에서_소개해드릴_스타일은/#긴머리S컬펌_#엘리자벳펌_입니다🙋‍♀️./#엘리자벳펌_은_#긴머리_에_강추하는_#시그니처펌_이죠?//야_너두#여신머리_할수있어😘//#우아한느낌_과_#여성스러운느낌_을_줄수있는_#엘리자벳펌_이랍니다._🤍🤍🤍🤍/././전화문의는/02.785.4505/./온라인_문의는/카톡친구_검색에서_@여의도제오헤어_를_검색,/./온라인_예약은/카카오헤어샵,_네이버_예약에서_#여의도제오헤어_를_검색해주세요/./#여의도미용실_#제오헤어여의도점_#영등포미용실_#긴머리펌추천_#긴머리_#엘리자벳펌_#S컬펌_#긴머리웨이브_#단발머리펌_#단발머리_#단발C컬펌_#파마맛집_#염색맛집_#머리잘하는미용실_#파마추천	317	#퍼머맛집_#염색맛집_#여의도미용실_#여의도제오헤어_#디자이너도화_#여의도제오헤어_#긴머리S컬펌_#엘리자벳펌_#엘리자벳펌_#긴머리_#시그니처펌_#여신머리_#우아한느낌_#여성스러운느낌_#엘리자벳펌_#여의도제오헤어_#여의도미용실_#제오헤어여의도점_#영등포미용실_#긴머리펌추천_#긴머리_#엘리자벳펌_#S컬펌_#긴머리웨이브_#단발머리펌_#단발머리_#단발C컬펌_#파마맛집_#염색맛집_#머리잘하는미용실_#파마추천
167	2020-03-02T05:49:09.000Z	ms.exsens	여의도역	#코로나_때문에_#집콕_#방콕_하느라/#감금_된_것_같은_요즘_...😔😔/매번_똑같은_#데이트_말고_좀더_특별한_시간을_위한/#커플_들의_필수템을_소개합니다_!!/-/-/#엑상스_워밍고멧_#러브젤_은/🔅_워밍_:_#마사지_하면_따뜻해지고/🔅_고멧_:_먹을_수_있는_달콤한/커플_러브젤_#마사지젤_이랍니다_🙈🙈/-/-/패키지_#디자인_이_고급스럽고_깔끔해서/#화장품_같기도_#인테리어소품_같기도_💕💕/검색창에_'엑상스'를_검색해보세요_!!/#러브젤추천_#일상	35	#코로나_#집콕_#방콕_#감금_#데이트_#커플_#엑상스_#러브젤_#마사지_#마사지젤_#디자인_#화장품_#인테리어소품_#러브젤추천_#일상
168	2020-05-06T03:07:35.000Z	ryan___jk	여의도역	한우오마카세.//#여의도_#한우오마카세_#여의도맛집_#소고기_#사먹자	2	#여의도_#한우오마카세_#여의도맛집_#소고기_#사먹자
169	2020-03-29T08:29:27.000Z	food_developer_raymond	여의도역	주말인데...직영점_점포개발_때문에_목동갔다가_충무로_갔다가_마포갔다가...이제_집에_들어감...그래도_빨리_직영1호점이_니와야_마음이_편하니까~~~/#점포개발_#브랜드론칭중_#메뉴개발_#메뉴개발자_김셰프❤️	4	#점포개발_#브랜드론칭중_#메뉴개발_#메뉴개발자_김셰프❤️
170	2020-03-13T10:44:55.000Z	pf_lovely	여의도역	#bigissue/-화이트데이_이거면_된거지/사탕_잘먹을게요🙌🏻/뒷장사진_판매하는_장소들./-/#빅이슈_#빅이슈구독_#빅이슈화이팅_#빅이슈코리아_#빅이슈판매원이보이면다들한권구입해보세요_#설현_#설현_#김미경_#빅이슈3월호	33	#bigissue_#빅이슈_#빅이슈구독_#빅이슈화이팅_#빅이슈코리아_#빅이슈판매원이보이면다들한권구입해보세요_#설현_#설현_#김미경_#빅이슈3월호
171	2020-03-03T13:56:29.000Z	kookhwa12	여의도역	#커피한잔의여유❤️	3	#커피한잔의여유❤️
172	2020-04-10T02:55:57.000Z	matnanyong	여의도역	#여의도#스시#스시오마카세#아루히/-/한줄평:_가볍게가서_무겁게_나오는_빛루희/-/아루히_일주년_축하합니다_😉😉/갈때마다_기분좋게_먹고_나오는_곳_💁🏻‍♂️/긴말_생략하겠다_가격대비_너무_맛있다/-/쉐프님이랑_장난치다가_쉐프님이_우니/한덩이_그냥_주셨다_ㅋ_ㅋ_ㅋ_ㅋ_ㅋ_ㅋ_ㅋ/30일에_또_가는데_쉐프님한테_인오박_해야지_-/필자_지극히_끔찍하게_아싸에_소심이_낯가림_끝판왕/하지만_쉐프님_덕분에_아쥬_재밌게_취하게/먹다가_왔읍니다_갓루히_또_가야지~!!	232	#여의도_#스시_#스시오마카세_#아루히
173	2020-04-08T08:47:23.000Z	yirimm	여의도역	이리보고_저리봐도_#직장인_🤦‍♀️	132	#직장인
174	2020-04-20T02:37:36.000Z	yangjimin1518	여의도역	사고뭉치_따상이_#지누스_#펫파라치_#지누스팻파라치대회	0	#지누스_#펫파라치_#지누스팻파라치대회
175	2020-05-25T09:52:08.000Z	jungmin83	여의도역	성공한_남자!_멋쟁이_승익이형_만나러_여의도오다~💕/./././#삶/#미팅/#여의도/#멋쟁이형/#성공한남자/#아름다운사람/#인연은소중하다/#춤추는예술경영가	46	#삶_#미팅_#여의도_#멋쟁이형_#성공한남자_#아름다운사람_#인연은소중하다_#춤추는예술경영가
176	2020-04-09T16:31:25.000Z	gogofly	여의도역	에?_한국_요즘_좋아_보였는데...._다시_미세먼지???	2	
177	2020-03-23T14:27:25.000Z	zingadoomong	여의도역	대왕_후토마끼_⭐️⭐️⭐️⭐️/5/또_먹고싶다/#여의도맛집_#아루히_#오마카세_#맛집_./././/#foodie_#foodstagram_#징가두몽투어_#서울맛집_#맛스타그램_#먹방_#오늘뭐먹지_맛집_#종로맛집_#마포맛집_#먹스타그램_#용산맛집_#떡볶이_#치킨_#스시_#일상_#셀피_#디저트_#카페_#밥스타그램_#행복함_#일식_#좋아요_#팔로우_#맞팔_#소통	19	#여의도맛집_#아루히_#오마카세_#맛집_#foodie_#foodstagram_#징가두몽투어_#서울맛집_#맛스타그램_#먹방_#오늘뭐먹지_#종로맛집_#마포맛집_#먹스타그램_#용산맛집_#떡볶이_#치킨_#스시_#일상_#셀피_#디저트_#카페_#밥스타그램_#행복함_#일식_#좋아요_#팔로우_#맞팔_#소통
178	2020-02-29T06:22:14.000Z	lilymag_flowershop	여의도역	#수국꽃다발_정말예쁘다며_기분좋게_다녀가신_손님💜/좋은선물되세요!🥰_#화이트데이/#졸업식꽃다발_#👨🏼‍🎓#👩‍🎓_./././예약문의🖤/[여의도점]02-782-4563/[인천청라점]070-8274-5459/[베트남_하노이점]070-8624-8206/🖤카카오톡:릴리맥/././#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#졸업식꽃다발예약_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업식선물_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달	11	#수국꽃다발_#화이트데이_#졸업식꽃다발_#👨🏼‍🎓_#👩‍🎓_#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#졸업식꽃다발예약_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업식선물_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달
179	2020-05-29T09:58:23.000Z	xexymix_center	여의도역	⭐XEXYMIX⭐/BUSINESS_CENTER/⠀/바론짐_PT_&_PILATES_여의도점/@baron__gym/⠀/서울_영등포구_의사당대로_127_B109호/📱02-784-4006/⠀/⠀/안녕하세요/젝시믹스_한선흠매니저입니다🙋🏻‍♂️/⠀/💁🏻‍♂️큰_할인혜택이_있는_센터회원/⠀/요가,헬스,필라테스,크로스핏등/운영하고_계시는_👥대표님들은/언제든지_문의_해주세요!!/⠀/DM&카톡_sunhm91/070-4361-6529/⠀/젝시믹스는_사랑입니다~❤💕/⠀/#젝시맨즈_#김종국/⠀/🔜5월_젝시믹스핏스토어_부산광복점/#젝시믹스_#젝시공식가맹점_#모집	222	@baron__gym_#젝시맨즈_#김종국_#젝시믹스_#젝시공식가맹점_#모집
180	2016-05-29T17:35:05.000Z	midorithais	Yeouido_Station	❤️_#yeouido_#핵존맛_#cymera_#싸이메라	3,599	#yeouido_#핵존맛_#cymera_#싸이메라
181	2020-03-10T09:13:08.000Z	xeohair_4505	여의도역	안녕하세요💐/⠀/여의도_#퍼머맛집,_#염색맛집/#여의도미용실_#여의도제오헤어_의/#디자이너루시_입니다_🙌🏻🙌🏻/⠀/⠀/⠀/오늘_#여의도제오헤어_에서_소개해드릴_스타일은/#레이어드s컬펌입니다/긴머리의_#레이어드펌_스타일이_여성스러우면서/풍성한_볼륨감을_연출해,_누구나_하고싶은_워너비_스타일🕊/⠀/⠀/⠀/#뿌리볼륨펌_➕_#페이스라인_커트까지_해준다면/내_얼굴에_단점을_보완해_줄_수_있어요✨/⠀/⠀/⠀/손상은_적고_웨이브는_탄력있게!/#긴머리웨이브펌_스타일엔_#여신머리_전문가/#루시_에게_오시면_됩니다🧡/⠀/⠀/⠀/☎️전화문의는/02.785.4505/⠀/▫️온라인_문의는/카톡친구_검색에서_@여의도제오헤어_를_검색,/⠀/▫️온라인_예약은/카카오헤어샵,_네이버_예약에서_#여의도제오헤어_를_검색해주세요/⠀/⠀/#긴머리s컬펌_#긴머리펌_#s컬펌_#c컬펌_#고데기펌_#긴머리웨이브_#중간머리펌_#중간머리c컬펌_#레이어드컷_#중간머리레이어드_#예쁜머리_#머리맛집_#c컬펌_#s컬펌_#파마맛	310	#퍼머맛집_#염색맛집_#여의도미용실_#여의도제오헤어_#디자이너루시_#여의도제오헤어_#레이어드s컬펌입니다_#레이어드펌_#뿌리볼륨펌_#페이스라인_#긴머리웨이브펌_#여신머리_#루시_#여의도제오헤어_#긴머리s컬펌_#긴머리펌_#s컬펌_#c컬펌_#고데기펌_#긴머리웨이브_#중간머리펌_#중간머리c컬펌_#레이어드컷_#중간머리레이어드_#예쁜머리_#머리맛집_#c컬펌_#s컬펌_#파마맛
182	2020-03-14T07:10:30.000Z	suzie__189	여의도역	나도_마스크_구매_성공._몇군데_더_발품을_팔고싶지만_오늘은_이쯤에서_후퇴하도록_한다._#마소행_#마스크가_주는_소소한_행복_🥺	26	#마소행_#마스크가
183	2020-04-13T13:37:54.000Z	anyqvest	여의도역	얼마나_아름다운😍	96	
184	2020-06-01T06:10:11.000Z	walk_on_bono	여의도역	-/월요일은_역시_외근./날씨_개_더워.	11	
185	2020-03-22T12:55:56.000Z	c_h_i_e_o	여의도역	ご縁があってワーホリでソウルに来ている方とお会いしました。/ワーホリっていう段階で、年下確定なんですけどね（笑）//とても真摯に語学勉強と向き合われていて/日本で独学で学ばれてのワーホリとの事/とても眩しく、とても美しく、、、_。//彼女と話していて改めて思ったのは、/語学を学び得たことというのは、/チャンスを逃すまいというタイミングの見極めと/自分自身の意見（考えや思いや思想）を精査し/話すことの大切さと/話せるだけの日本語の必要性を知ったこと//彼女とお話しし、改めてそう感じました//聴き手でいる事の大切さは勿論ですが/相手の意見を聞いて自分がどう感じたか/それを踏まえてどうしたいのか/対立や討論ではなく/歩み寄るための手段の１つとして/日本語と韓国語の勉強をしていきたいと思います_｡.ﾟ+:✿｡.ﾟ+:✿｡.ﾟ+:✿｡.ﾟ+:✿｡.ﾟ+:✿｡.ﾟ+:✿｡.ﾟ+:✿｡.ﾟ+:✿｡.ﾟ+:✿/この苺ティラミスは1回食べれば良いかな…（笑）/満席の汝矣島のカフェにて🍰	36	
186	2020-05-13T11:36:35.000Z	mat_wangbal	여의도역	단가의_한계가_분명할텐데_그안에서_계속_퀄리티가_좋아지고_만족도가_높아지는건_분명_이유가_있지!/정말_손님을_위하는_마음을_잘_느낄수_있는_곳.../사랑의_아루히!/././#여의도_#아루히_#갓루히_#화요_#우니맛집_#여스번화이팅	57	#여의도_#아루히_#갓루히_#화요_#우니맛집_#여스번화이팅
187	2020-03-23T07:09:34.000Z	hing_g	여의도역	지하철온다빨리찍어줘!!!!_#운동못한지한달째로아주땡글땡글함주의	56	#운동못한지한달째로아주땡글땡글함주의
188	2020-05-29T06:17:21.000Z	coolmax95new	여의도역	"오후시간/""뮤지컬로_보는_Creative_Thinking""//컨설팅아이니즈는_다양한_분야에서/인사이트를_얻을_수_있도록_준비되어있습니다./ㅡ/ㅡ/ㅡ/#기업교육#컨설팅아이니즈#뮤지컬#음악교육#예술교육#교육프로그램#교육컨텐츠#교육컨설팅#특강#명사#인스타#데일리"	36	#기업교육_#컨설팅아이니즈_#뮤지컬_#음악교육_#예술교육_#교육프로그램_#교육컨텐츠_#교육컨설팅_#특강_#명사_#인스타_#데일리
189	2020-04-15T01:47:02.000Z	blaack.kim	여의도역	이게_얼마만의_생참치야_😭/우리는_배운_사람들이니까_금가루_붙은_놈부터_돌진_🏃🏼‍♀️🏃🏼‍♀️/코스로_나와_질릴틈_없이_맛있게-_내_긔요미_월급_모아서_또_가야지_🙄/././#맛집_#여의도_#오복수산참치_#코스요리_#생참치회_#참치회_#참치타르타르_#에비가츠산도_#마끼_#생맥주_#Korea_#Seoul_#Yeouido	110	#맛집_#여의도_#오복수산참치_#코스요리_#생참치회_#참치회_#참치타르타르_#에비가츠산도_#마끼_#생맥주_#Korea_#Seoul_#Yeouido
190	2020-03-04T02:55:19.000Z	wekyungsuk	여의도역	#돐_사진_2달_빠르게_찍었네~~_박해인_#아기_#귀요미💕	26	#돐_#아기_#귀요미💕
191	2020-03-24T23:40:18.000Z	taezapresents_marketing	여의도역	"안상희_#조선비즈_2020.03.23/./#롯데쇼핑_해외_이커머스_법인_모두_정리/국내외_경영_수익성_중심으로_개편/./""해외_신규_사업보다는_기존_사업을_강화할_수_있는,_시너지_낼_수_있는_사업에_집중하기로_했다""/./#롯데마트_#롯데백화점_#롯데슈퍼_#롭스_#롯데"	2	#조선비즈_#롯데쇼핑_#롯데마트_#롯데백화점_#롯데슈퍼_#롭스_#롯데
192	2020-02-29T06:26:03.000Z	lilymag_flowershop	여의도역	집으로_안전하게_배송해드린_#릴리맥꽃다발_전화로_간단하게_예약,배송,결제까지_모두_가능합니다!//#화이트데이/#졸업식꽃다발_#👨🏼‍🎓#👩‍🎓_./././예약문의🖤/[여의도점]02-782-4563/[인천청라점]070-8274-5459/[베트남_하노이점]070-8624-8206/🖤카카오톡:릴리맥/././#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#졸업식꽃다발예약_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업식선물_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달	9	#릴리맥꽃다발_#화이트데이_#졸업식꽃다발_#👨🏼‍🎓_#👩‍🎓_#릴리맥_#여의도꽃집_#인천청라꽃집_#하노이꽃집_#플로리스트_#꽃스타그램_#남자친구꽃다발_#여자친구꽃다발_#졸업꽃주문_#졸업식꽃다발예약_#여자친구선물_#화이트데이선물_#발렌타인데이꽃다발_#화이트데이선물_#화이트데이꽃_#화이트데이꽃다발_#졸업식선물_#졸업꽃다발_#졸업식_#ifc몰꽃집_#전경련회관꽃집_#꽃선물_#여의도꽃배달
193	2020-05-15T14:08:11.000Z	jiangzhuangnai6	여의도역	如果再继续上高血压的课程，再上一小时，我可能就得高血压了。我要睡觉💤，明天开始就不能正常吃饭啦，毕竟这回真的赌上身家性命了🐷💛(趁着这两天下雨🌧️我一定要把所有循环系统疾病的视频看完👀这样下周就可以轻松一些啦，毕竟要看科一的题啦🚙)	0	
194	2020-05-10T07:48:41.000Z	gadenia1117	여의도역	여의도역_어느_편의점에서_칠성사이다_미니병Set를_발견했다!😀_이것또한_레트로느낌이다.😄_#chilsungcider_#칠성사이다_#칠성사이다미니_#칠성사이다레트로	8	#chilsungcider_#칠성사이다_#칠성사이다미니_#칠성사이다레트로
195	2020-03-28T15:13:09.000Z	esclimb	여의도역	주말의_보드게임._렉시오_대체_얼마만인지_ㅎㅎ_트릭과_괴인도_꿀잼._새_카드_티츄_개시_했는데..._왜_내_카드들은_주인을_못알아볼까_ㅠㅠ//#렉시오_#lexio_#트릭과괴인_#tricksandthephantom_#티츄_#tichu_#보드게임_#카드게임_#cardgames	45	#렉시오_#lexio_#트릭과괴인_#tricksandthephantom_#티츄_#tichu_#보드게임_#카드게임_#cardgames
